,PLAYER,INJURY COUNT,CAP HIT,CHIP,GAMES MISSED,INJURY TYPE,POSITION,SEASON,TEAM
0,Abdelkader Justin,2,4.25,51.829268293,1,Cheek,F,2017/18,Detroit
1,Abdelkader Justin,2,4.25,310.975609756,6,Lower body,F,2017/18,Detroit
2,Acciari Noel,3,0.725,114.93902439,13,Finger,F,2017/18,Boston
3,Acciari Noel,3,0.725,61.890243901999995,7,Lower body,F,2017/18,Boston
4,Acciari Noel,3,0.725,8.841463415,1,Upper body,F,2017/18,Boston
5,Aho Sebastian,1,1.775,86.585365854,4,Concussion,F,2017/18,Carolina
6,Andersen Frederik,1,5.0,121.95121951200001,2,Upper body,G,2017/18,Toronto
7,Anderson Josh,1,1.85,383.536585366,17,Knee,F,2017/18,Columbus
8,Andreoff Andy,1,0.6775,41.31097561,5,Upper body,F,2017/18,Los Angeles
9,Andrighetto Sven,2,1.4,478.04878048800003,28,Leg,F,2017/18,Colorado
10,Andrighetto Sven,2,1.4,51.219512195,3,Lower body,F,2017/18,Colorado
11,Anisimov Artem,1,4.55,554.87804878,10,Upper body,F,2017/18,Chicago
12,Antipin Victor,1,1.775,86.585365854,4,Concussion,D,2017/18,Buffalo
13,Arvidsson Viktor,2,4.25,51.829268293,1,Lower body,F,2017/18,Nashville
14,Arvidsson Viktor,2,4.25,103.658536585,2,Lower body,F,2017/18,Nashville
15,Aston-Reese Zach,1,0.925,146.646341463,13,Upper body,F,2017/18,Pittsburgh
16,Atkinson Cam,2,3.5,469.512195122,11,Foot,F,2017/18,Columbus
17,Atkinson Cam,2,3.5,170.731707317,4,Lower body,F,2017/18,Columbus
18,Auvitu Yohann,1,0.7,17.073170732,2,Foot,D,2017/18,Edmonton
19,Backes David,2,6.0,878.048780488,12,Colon,F,2017/18,Boston
20,Backes David,2,6.0,365.85365853699994,5,Knee,F,2017/18,Boston
21,Baertschi Sven,2,1.85,248.17073170700002,11,Jaw,F,2017/18,Vancouver
22,Baertschi Sven,2,1.85,383.536585366,17,Shoulder,F,2017/18,Vancouver
23,Bailey Josh,2,3.3,160.975609756,4,Lower body,F,2017/18,NY Islanders
24,Bailey Josh,2,3.3,80.487804878,2,Upper body,F,2017/18,NY Islanders
25,Bailey Justin,1,0.894167,54.522378049,5,Lower body,F,2017/18,Buffalo
26,Barberio Mark,1,0.75,301.829268293,33,Lower body,D,2017/18,Colorado
27,Barkov Aleksander,2,5.9,71.951219512,1,Upper body,F,2017/18,Florida
28,Barkov Aleksander,2,5.9,143.902439024,2,Upper body,F,2017/18,Florida
29,Barrie Tyson,2,5.5,871.951219512,13,Hand,D,2017/18,Colorado
30,Barrie Tyson,2,5.5,67.073170732,1,Upper body,D,2017/18,Colorado
31,Beagle Jay,1,1.75,64.024390244,3,Upper body,F,2017/18,Washington
32,Beaulieu Nathan,2,2.4,117.07317073200001,4,Upper body,D,2017/18,Buffalo
33,Beaulieu Nathan,2,2.4,204.87804878,7,Upper body,D,2017/18,Buffalo
34,Beauvillier Anthony,1,1.106667,13.495939024,1,Leg,F,2017/18,NY Islanders
35,Bellemare Pierre-Edouard,1,1.45,123.780487805,7,Hand,F,2017/18,Vegas
36,Benning Matt,1,1.075,26.219512195,2,Upper body,D,2017/18,Edmonton
37,Bergeron Patrice,2,6.875,1089.93902439,13,Foot,F,2017/18,Boston
38,Bergeron Patrice,2,6.875,419.207317073,5,Lower body,F,2017/18,Boston
39,Berglund Patrik,1,3.85,1126.829268293,24,Shoulder,F,2017/18,St. Louis
40,Bernier Jonathan,3,2.75,268.292682927,8,Concussion,G,2017/18,Colorado
41,Bernier Jonathan,3,2.75,100.60975609799999,3,Infection,G,2017/18,Colorado
42,Bernier Jonathan,3,2.75,167.682926829,5,Neck,G,2017/18,Colorado
43,Bieksa Kevin,2,4.0,195.12195122,4,Hand,D,2017/18,Anaheim
44,Bieksa Kevin,2,4.0,536.585365854,11,Hand,D,2017/18,Anaheim
45,Bishop Ben,4,4.9166669999999995,59.959353658999994,1,Back,G,2017/18,Dallas
46,Bishop Ben,4,4.9166669999999995,59.959353658999994,1,Facial,G,2017/18,Dallas
47,Bishop Ben,4,4.9166669999999995,299.796768293,5,Lower body,G,2017/18,Dallas
48,Bishop Ben,4,4.9166669999999995,539.634182927,9,Lower body,G,2017/18,Dallas
49,Bjork Anders,1,1.066667,442.276560976,34,Shoulder,F,2017/18,Boston
50,Blais Sammy,2,0.725833,8.851621951,1,Concussion,F,2017/18,St. Louis
51,Blais Sammy,2,0.725833,79.66459756100001,9,Lower body,F,2017/18,St. Louis
52,Blandisi Joseph,1,0.68,33.170731707,4,Upper body,F,2017/18,Anaheim
53,Boeser Brock,3,1.491667,291.05697561,16,Back,F,2017/18,Vancouver
54,Boeser Brock,3,1.491667,18.191060976,1,Foot,F,2017/18,Vancouver
55,Boeser Brock,3,1.491667,18.191060976,1,Hand,F,2017/18,Vancouver
56,Bogosian Zach,2,5.142857,1567.944207317,25,Lower body,D,2017/18,Buffalo
57,Bogosian Zach,2,5.142857,2445.992963415,39,Lower body,D,2017/18,Buffalo
58,Boll Jared,1,0.9,164.634146341,15,Lower body,F,2017/18,Anaheim
59,Bolland Dave,1,5.5,5500.0,82,Lower body,"F ""retired""",2017/18,Arizona/Phoenix
60,Bonino Nick,1,4.1,550.0,11,Lower body,F,2017/18,Nashville
61,Booth David,1,0.7,8.536585366,1,Groin,F,2017/18,Detroit
62,Borowiecki Mark,2,1.1,281.707317073,21,Concussion,D,2017/18,Ottawa
63,Borowiecki Mark,2,1.1,26.829268293000002,2,Upper body,D,2017/18,Ottawa
64,Bortuzzo Robert,1,1.15,70.12195122,5,Knee,D,2017/18,St. Louis
65,Boucher Reid,1,0.6875,25.152439024,3,Hand,F,2017/18,Vancouver
66,Bourque Gabriel,1,0.75,18.292682927,2,Upper body,F,2017/18,Colorado
67,Bouwmeester Jay,2,5.4,1382.926829268,21,Ankle,D,2017/18,St. Louis
68,Bouwmeester Jay,2,5.4,1053.658536585,16,Hip,D,2017/18,St. Louis
69,Boychuk Johnny,1,6.0,1317.0731707319999,18,Lower body,D,2017/18,NY Islanders
70,Boyle Brian,1,2.75,100.60975609799999,3,Shoulder,F,2017/18,New Jersey
71,Brassard Derick,1,3.0,182.926829268,5,Groin,F,2017/18,Pittsburgh
72,Bratt Jesper,1,0.825,10.06097561,1,Foot,F,2017/18,New Jersey
73,Brickley Connor,1,0.75,27.43902439,3,Upper body,F,2017/18,Florida
74,Brodie T.J.,1,4.6504,510.409756098,9,Upper body,D,2017/18,Calgary
75,Brodin Jonas,1,4.1666669999999995,457.317109756,9,Hand,D,2017/18,Minnesota
76,Brouwer Troy,1,4.5,329.26829268299997,6,Facial,F,2017/18,Calgary
77,Buchnevich Pavel,1,0.925,78.963414634,7,Concussion,F,2017/18,NY Rangers
78,Budaj Peter,1,1.025,400.0,32,Leg,G,2017/18,Tampa Bay
79,Burakovsky Andre,1,3.0,731.707317073,20,Thumb,F,2017/18,Washington
80,Byfuglien Dustin,2,7.6,185.365853659,2,Lower body,D,2017/18,Winnipeg/Atlanta
81,Byfuglien Dustin,2,7.6,926.829268293,10,Lower body,D,2017/18,Winnipeg/Atlanta
82,Caggiula Drake,2,1.35,49.390243901999995,3,Foot,F,2017/18,Edmonton
83,Caggiula Drake,2,1.35,16.463414634,1,Mouth,F,2017/18,Edmonton
84,Callahan Ryan,3,5.8,70.731707317,1,Lower body,F,2017/18,Tampa Bay
85,Callahan Ryan,3,5.8,353.658536585,5,Upper body,F,2017/18,Tampa Bay
86,Callahan Ryan,3,5.8,565.853658537,8,Upper body,F,2017/18,Tampa Bay
87,Calvert Matt,1,2.2,321.951219512,12,Upper body,F,2017/18,Columbus
88,Carlo Brandon,1,0.894167,54.522378049,5,Lower body,D,2017/18,Boston
89,Carlsson Gabriel,1,0.894166,109.044634146,10,Upper body,D,2017/18,Columbus
90,Carrick Connor,1,0.75,18.292682927,2,Upper body,D,2017/18,Toronto
91,Carrier William,2,0.856667,167.154536585,16,Upper body,F,2017/18,Vegas
92,Carrier William,2,0.856667,282.07328048799997,27,Upper body,F,2017/18,Vegas
93,Carter Jeff,1,5.272727,3536.585182927,55,Ankle,F,2017/18,Los Angeles
94,Cehlarik Peter,1,0.925,180.487804878,16,Leg,F,2017/18,Boston
95,Chara Zdeno,1,4.0,439.024390244,9,Upper body,D,2017/18,Boston
96,Chlapik Filip,1,0.894166,32.713390244,3,Upper body,F,2017/18,Ottawa
97,Chychrun Jakob,2,1.35,477.43902439,29,Knee,D,2017/18,Arizona/Phoenix
98,Chychrun Jakob,2,1.35,32.926829268,2,Lower body,D,2017/18,Arizona/Phoenix
99,Cizikas Casey,3,3.35,245.12195122,6,Hand,F,2017/18,NY Islanders
100,Cizikas Casey,3,3.35,163.414634146,4,Lower body,F,2017/18,NY Islanders
101,Cizikas Casey,3,3.35,285.975609756,7,Upper body,F,2017/18,NY Islanders
102,Clarkson David,1,5.25,5250.0,82,Back,"F ""retired""",2017/18,Vegas
103,Clifford Kyle,1,1.6,546.341463415,28,Upper body,F,2017/18,Los Angeles
104,Clowe Ryane,1,4.85,4850.0,82,Concussion,"F ""retired""",2017/18,New Jersey
105,Clutterbuck Cal,1,3.5,128.048780488,3,Lower body,F,2017/18,NY Islanders
106,Cole Ian,1,2.1,76.829268293,3,Mouth,D,2017/18,Pittsburgh
107,Comeau Blake,1,2.4,87.804878049,3,Upper body,F,2017/18,Colorado
108,Compher J.T.,2,1.0,73.170731707,6,Thumb,F,2017/18,Colorado
109,Compher J.T.,2,1.0,73.170731707,6,Upper body,F,2017/18,Colorado
110,Condon Mike,1,2.4,87.804878049,3,Concussion,G,2017/18,Ottawa
111,Connauton Kevin,1,1.0,24.390243901999998,2,Lower body,D,2017/18,Arizona/Phoenix
112,Connolly Brett,1,1.5,128.048780488,7,Concussion,F,2017/18,Washington
113,Connor Kyle,1,1.775,21.646341463000002,1,Lower body,F,2017/18,Winnipeg/Atlanta
114,Couture Logan,1,6.0,292.682926829,4,Concussion,F,2017/18,San Jose
115,Coyle Charlie,1,3.2,624.390243902,16,Leg,F,2017/18,Minnesota
116,Crawford Corey,1,6.0,3439.024390244,47,Upper body,G,2017/18,Chicago
117,Criscuolo Kyle,1,0.65,87.195121951,11,Upper body,F,2017/18,Buffalo
118,Dadonov Evgeni,1,4.0,390.243902439,8,Shoulder,F,2017/18,Florida
119,Daley Trevor,2,3.166667,115.85367073200001,3,Lower body,D,2017/18,Detroit
120,Daley Trevor,2,3.166667,77.235780488,2,Upper body,D,2017/18,Detroit
121,Dalpe Zac,1,0.725,26.524390244,3,Upper body,F,2017/18,Columbus
122,Danault Phillip,3,0.9125,166.92073170700002,15,Concussion,F,2017/18,Montreal
123,Danault Phillip,3,0.9125,11.12804878,1,Neck,F,2017/18,Montreal
124,Danault Phillip,3,0.9125,155.79268292700002,14,Neck,F,2017/18,Montreal
125,Dansk Oscar,1,0.65,285.36585365900004,36,Lower body,G,2017/18,Vegas
126,Dauphin Laurent,1,0.894167,163.567134146,15,Lower body,F,2017/18,Arizona/Phoenix
127,DeAngelo Tony,1,1.263333,184.878,12,Ankle,D,2017/18,NY Rangers
128,DeBrusk Jake,2,1.288333,47.134134146,3,Upper body,F,2017/18,Boston
129,DeBrusk Jake,2,1.288333,125.69102439,8,Upper body,F,2017/18,Boston
130,DeKeyser Danny,1,5.0,1036.585365854,17,Ankle,D,2017/18,Detroit
131,Demers Jason,2,3.9375,144.054878049,3,Upper body,D,2017/18,Arizona/Phoenix
132,Demers Jason,2,3.9375,480.182926829,10,Upper body,D,2017/18,Arizona/Phoenix
133,Dermott Travis,1,0.863333,21.056902439,2,Lower body,D,2017/18,Toronto
134,Desharnais David,2,1.0,12.195121950999999,1,Kidney stones,F,2017/18,NY Rangers
135,Desharnais David,2,1.0,12.195121950999999,1,Wrist,F,2017/18,NY Rangers
136,Djoos Christian,1,0.65,47.56097561,6,Upper body,D,2017/18,Washington
137,Donskoi Joonas,2,1.9,139.024390244,6,Lower body,F,2017/18,San Jose
138,Donskoi Joonas,2,1.9,185.365853659,8,Upper body,F,2017/18,San Jose
139,Dorsett Derek,1,2.65,2003.658536585,62,Neck,F,2017/18,Vancouver
140,Draisaitl Leon,1,8.5,414.63414634099996,4,Concussion,F,2017/18,Edmonton
141,Drouin Jonathan,2,5.5,201.219512195,3,Lower body,F,2017/18,Montreal
142,Drouin Jonathan,2,5.5,67.073170732,1,Upper body,F,2017/18,Montreal
143,Dubinsky Brandon,1,5.85,1284.146341463,18,Orbital bone,F,2017/18,Columbus
144,Dubnyk Devan,1,4.3333330000000005,317.073146341,6,Lower body,G,2017/18,Minnesota
145,Duclair Anthony,1,1.2,190.243902439,13,Lower body,F,2017/18,Chicago
146,Dumont Gabriel,2,0.65,47.56097561,6,Ankle,F,2017/18,Ottawa
147,Dumont Gabriel,2,0.65,71.341463415,9,Ankle,F,2017/18,Ottawa
148,Dumoulin Brian,1,4.1,100.0,2,Concussion,D,2017/18,Pittsburgh
149,Dvorak Christian,1,1.106667,53.983756098,4,Lower body,F,2017/18,Arizona/Phoenix
150,Dzingel Ryan,1,1.8,21.951219511999998,1,Head,F,2017/18,Ottawa
151,Eaves Patrick,1,3.15,115.243902439,3,Lower body,F,2017/18,Anaheim
152,Edler Alexander,1,5.0,731.707317073,12,Knee,D,2017/18,Vancouver
153,Edmundson Joel,1,1.05,166.463414634,13,Arm,D,2017/18,St. Louis
154,Eichel Jack,1,3.775,690.548780488,15,Ankle,F,2017/18,Buffalo
155,Elie Remi,1,0.894167,10.90447561,1,Lower body,F,2017/18,Dallas
156,Elliott Brian,2,2.75,134.146341463,4,Lower body,G,2017/18,Philadelphia
157,Elliott Brian,2,2.75,838.414634146,25,Lower body,G,2017/18,Philadelphia
158,Ellis Ryan,1,2.5,1158.536585366,38,Knee,D,2017/18,Nashville
159,Emelin Alexei,1,3.0,73.170731707,2,Upper body,D,2017/18,Nashville
160,Engelland Deryk,1,2.0,24.390243901999998,1,Upper body,D,2017/18,Vegas
161,Enstrom Tobias,3,5.75,280.487804878,4,Lower body,D,2017/18,Winnipeg/Atlanta
162,Enstrom Tobias,3,5.75,560.975609756,8,Lower body,D,2017/18,Winnipeg/Atlanta
163,Enstrom Tobias,3,5.75,1612.8048780489999,23,Lower body,D,2017/18,Winnipeg/Atlanta
164,Eriksson Loui,2,6.0,878.048780488,12,Knee,F,2017/18,Vancouver
165,Eriksson Loui,2,6.0,1463.414634146,20,Ribs,F,2017/18,Vancouver
166,Erne Adam,1,0.894167,65.426853659,6,Lower body,F,2017/18,Tampa Bay
167,Fabbri Robby,1,1.106667,1106.667,82,Knee,F,2017/18,St. Louis
168,Faksa Radek,2,2.2,53.658536585,2,Foot,F,2017/18,Dallas
169,Faksa Radek,2,2.2,26.829268293000002,1,Lower body,F,2017/18,Dallas
170,Fantenberg Oscar,1,0.925,22.56097561,2,Back,D,2017/18,Los Angeles
171,Fast Jesper,3,1.85,67.682926829,3,Groin,F,2017/18,NY Rangers
172,Fast Jesper,3,1.85,112.804878049,5,Hip,F,2017/18,NY Rangers
173,Fast Jesper,3,1.85,67.682926829,3,Leg,F,2017/18,NY Rangers
174,Faulk Justin,1,4.8333330000000005,176.829256098,3,Upper body,D,2017/18,Carolina
175,Fedun Taylor,1,0.65,174.390243902,22,Lower body,D,2017/18,Buffalo
176,Fehr Eric,2,2.0,24.390243901999998,1,Lower body,F,2017/18,San Jose
177,Fehr Eric,2,2.0,170.731707317,7,Lower body,F,2017/18,San Jose
178,Ferland Micheal,2,1.75,21.341463415,1,Lower body,F,2017/18,Calgary
179,Ferland Micheal,2,1.75,85.365853659,4,Lower body,F,2017/18,Calgary
180,Ferraro Landon,1,0.7,42.682926829,5,Hip,F,2017/18,Minnesota
181,Fiala Kevin,1,1.363333,16.626012195,1,Upper body,F,2017/18,Nashville
182,Filppula Valtteri,1,5.0,60.975609756000004,1,Arm,F,2017/18,Philadelphia
183,Fischer Christian,1,1.075833,13.119914634,1,Lower body,F,2017/18,Arizona/Phoenix
184,Fleury Marc-Andre,1,5.75,1753.048780488,25,Concussion,G,2017/18,Vegas
185,Foligno Marcus,1,2.875,35.06097561,1,Facial,F,2017/18,Minnesota
186,Foligno Nick,2,5.5,268.292682927,4,Lower body,F,2017/18,Columbus
187,Foligno Nick,2,5.5,402.43902439,6,Lower body,F,2017/18,Columbus
188,Folin Christian,1,0.85,62.195121951000004,6,Upper body,D,2017/18,Los Angeles
189,Forbort Derek,2,0.65,15.853658537000001,2,Lower body,D,2017/18,Los Angeles
190,Forbort Derek,2,0.65,15.853658537000001,2,Upper body,D,2017/18,Los Angeles
191,Forsberg Anton,1,0.75,45.731707317,5,Lower body,G,2017/18,Chicago
192,Forsling Gustav,1,0.925,33.841463415,3,Head,D,2017/18,Chicago
193,Fowler Cam,2,4.0,585.365853659,12,Lower body,D,2017/18,Anaheim
194,Fowler Cam,2,4.0,146.341463415,3,Shoulder,D,2017/18,Anaheim
195,Franson Cody,1,1.0,85.365853659,7,Upper body,D,2017/18,Chicago
196,Franzen Johan,1,3.9545449999999995,3954.545,82,Concussion,"F ""retired""",2017/18,Detroit
197,Fritz Tanner,1,0.65,39.634146341,5,Lower body,F,2017/18,NY Islanders
198,Frk Martin,1,0.65,63.414634146000004,8,Groin,F,2017/18,Detroit
199,Frolik Michael,1,4.3,629.268292683,12,Jaw,F,2017/18,Calgary
200,Gaborik Marian,2,4.875,1307.9268292680001,22,Knee,F,2017/18,Los Angeles
201,Gaborik Marian,2,4.875,535.06097561,9,Back,F,2017/18,Ottawa
202,Gagner Sam,2,3.15,268.902439024,7,Ankle,F,2017/18,Vancouver
203,Gagner Sam,2,3.15,38.414634146,1,Concussion,F,2017/18,Vancouver
204,Gaunce Brendan,2,0.75,219.512195122,24,Lower body,F,2017/18,Vancouver
205,Gaunce Brendan,2,0.75,118.902439024,13,Shoulder,F,2017/18,Vancouver
206,Getzlaf Ryan,3,8.25,1911.585365854,19,Facial,F,2017/18,Anaheim
207,Getzlaf Ryan,3,8.25,201.219512195,2,Lower body,F,2017/18,Anaheim
208,Getzlaf Ryan,3,8.25,301.829268293,3,Lower body,F,2017/18,Anaheim
209,Gibbons Brian,1,0.65,174.390243902,22,Thumb,F,2017/18,New Jersey
210,Gibson John,4,2.3,28.048780488000002,1,Concussion,G,2017/18,Anaheim
211,Gibson John,4,2.3,84.146341463,3,Lower body,G,2017/18,Anaheim
212,Gibson John,4,2.3,112.195121951,4,Lower body,G,2017/18,Anaheim
213,Gibson John,4,2.3,84.146341463,3,Upper body,G,2017/18,Anaheim
214,Girardi Dan,2,3.0,109.756097561,3,Lower body,D,2017/18,Tampa Bay
215,Girardi Dan,2,3.0,73.170731707,2,Neck,D,2017/18,Tampa Bay
216,Girgensons Zemgus,2,1.6,58.536585366000004,3,Facial,F,2017/18,Buffalo
217,Girgensons Zemgus,2,1.6,58.536585366000004,3,Lower body,F,2017/18,Buffalo
218,Glendening Luke,2,1.8,263.41463414599997,12,Hand,F,2017/18,Detroit
219,Glendening Luke,2,1.8,21.951219511999998,1,Upper body,F,2017/18,Detroit
220,Goodrow Barclay,3,0.65,87.195121951,11,Lower body,F,2017/18,San Jose
221,Goodrow Barclay,3,0.65,31.707317073000002,4,Upper body,F,2017/18,San Jose
222,Goodrow Barclay,3,0.65,55.487804878,7,Upper body,F,2017/18,San Jose
223,Gorges Josh,1,3.9,380.487804878,8,Lower body,D,2017/18,Buffalo
224,Gostisbehere Shayne,1,4.5,164.634146341,3,Upper body,D,2017/18,Philadelphia
225,Grabovski Mikhail,1,5.0,5000.0,82,Concussion,"F ""retired""",2017/18,Vegas
226,Granlund Markus,2,0.9,307.317073171,28,Ankle,F,2017/18,Vancouver
